Ramo,NoLAG,AñoMes,AñoSusc,Fecha Inicio,Fecha Fin,Llave,Prima Dev,LAG,Ind Sin SONR Media,Ind Sin SONR 99.5%,Factor_Ret,BEL_RIESGO,IRR,Desviacion,MR,mes
40,6,202606,2021,202006,202106,202606-40,333659553.9588436,0.0620939999999999,0.497991,1.482487,0.66622296,10317505.194766082,3443746.344093646,20397040.49717049,440269.3161046794,202606
40,5,202606,2022,202106,202206,202606-40,282515621.04073846,0.087558,0.497991,1.482487,0.66622296,12318555.7395236,4111651.0718131983,24352988.008494183,525658.2873918669,202606
40,4,202606,2023,202206,202306,202606-40,404259360.28259575,0.134243,0.497991,1.482487,0.66622296,27025468.251699697,9020480.797666298,53427602.89227184,1153232.7049973744,202606
40,3,202606,2024,202306,202406,202606-40,429406185.4929588,0.44533,0.497991,1.482487,0.66622296,95229552.33250923,31785438.09807003,188262666.09867653,4063642.235882508,202606
40,2,202606,2025,202406,202506,202606-40,294865772.8070214,0.751143,0.497991,1.482487,0.66622296,110298214.4921744,36815011.55048307,218052436.63979417,4706653.260196187,202606
40,1,202606,2026,202506,202606,202606-40,154265031.75741947,0.972312,0.497991,1.482487,0.66622296,74695533.35226975,24931654.023541875,147668238.58900297,3187413.116279384,202606
50,10,202606,2017,201606,201706,202606-50,244913951.90731567,0.0,0.779028,1.437233,0.858942649,0.0,0.0,0.0,0.0,202606
50,9,202606,2018,201706,201806,202606-50,301605375.82668054,-0.000671,0.779028,1.437233,0.858942649,-157657.51095481013,-22238.750860539007,-133205.68965173367,-2875.2395668556173,202606
50,8,202606,2019,201806,201906,202606-50,405651279.5937324,-0.0024459999999999,0.779028,1.437233,0.858942649,-772969.5225262243,-109033.03325128408,-653086.159386278,-14096.839038502449,202606
50,7,202606,2020,201906,202006,202606-50,542525065.3829132,0.0162989999999999,0.779028,1.437233,0.858942649,6888645.488935804,971694.0846473848,5820254.091053197,125629.95541333192,202606
50,6,202606,2021,202006,202106,202606-50,651741351.711261,0.0635569999999999,0.779028,1.437233,0.858942649,32269462.681967657,4551844.924111715,27264644.768332485,588506.2839217265,202606
50,5,202606,2022,202106,202206,202606-50,781342633.3782703,0.080161,0.779028,1.437233,0.858942649,48793021.85366085,6882614.409962512,41225489.904328,889850.5765469603,202606
50,4,202606,2023,202206,202306,202606-50,1262982959.0223546,0.183975,0.779028,1.437233,0.858942649,181012834.82541808,25533190.977474038,152938729.98950523,3301176.465661203,202606
50,3,202606,2024,202306,202406,202606-50,1298504229.6307433,0.3370579999999999,0.779028,1.437233,0.858942649,340958149.68813646,48094653.396870025,288077397.6230377,6218139.286153052,202606
50,2,202606,2025,202406,202506,202606-50,1328901174.3348825,0.6096509999999999,0.779028,1.437233,0.858942649,631141943.9870604,89027210.72380516,533255265.8466744,11510293.91916454,202606
50,1,202606,2026,202506,202606,202606-50,376343009.0679227,0.918562,0.779028,1.437233,0.858942649,269305606.9901936,37987535.53148381,227537774.05816013,4911393.894936086,202606
60,10,202606,2017,201606,201706,202606-60,753112749.4555252,0.0,0.520525,0.74975,0.766252133,0.0,0.0,0.0,0.0,202606
60,9,202606,2018,201706,201806,202606-60,898871605.7561152,-0.000151,0.520525,0.74975,0.766252133,-70650.6565305222,-16514.44026615919,-31112.620418248796,-671.5646868312626,202606
60,8,202606,2019,201806,201906,202606-60,1403362913.4546847,0.0023499999999999,0.520525,0.74975,0.766252133,1716640.8792360728,401261.1439264367,755961.780016116,16317.405259608217,202606
60,7,202606,2020,201906,202006,202606-60,1996232965.272599,0.0093349999999999,0.520525,0.74975,0.766252133,9699897.348259913,2267330.315274711,4271569.99117214,92201.67008873251,202606
60,6,202606,2021,202006,202106,202606-60,2961226497.129496,0.0216009999999999,0.520525,0.74975,0.766252133,33295617.71665834,7782779.621716299,14662481.093321182,316489.0771408636,202606
60,5,202606,2022,202106,202206,202606-60,3297817739.730597,0.0455849999999999,0.520525,0.74975,0.766252133,78251055.05249646,18291017.209020626,34459628.44130158,743809.7232379287,202606
60,4,202606,2023,202206,202306,202606-60,4071360026.319723,0.119116,0.520525,0.74975,0.766252133,252435949.028922,59006364.63963125,111165900.61217932,2399511.5881382106,202606
60,3,202606,2024,202306,202406,202606-60,4605290053.889012,0.314117,0.520525,0.74975,0.766252133,752991410.7912017,176010136.14176422,331596861.1279251,7157505.19255488,202606
60,2,202606,2025,202406,202506,202606-60,3093055453.2424183,0.614904,0.520525,0.74975,0.766252133,990003243.0081704,231411146.37624252,435970401.7646566,9410403.958036683,202606
60,1,202606,2026,202506,202606,202606-60,1001385294.090116,0.929894,0.520525,0.74975,0.766252133,484703602.5073178,113298433.2133014,213450234.4454924,4607314.907019814,202606
80,10,202606,2017,201606,201706,202606-80,116221120.3311,0.0,1.483522,3.653867,0.916708906,0.0,0.0,0.0,0.0,202606
80,9,202606,2018,201706,201806,202606-80,236088198.22139,1.0000000000287557e-06,1.483522,3.653867,0.916708906,350.2420360118644,29.172042344215587,512.3928405835369,11.059979291208553,202606
80,8,202606,2019,201806,201906,202606-80,296179644.2441228,0.0064359999999999,1.483522,3.653867,0.916708906,2827907.721060088,235539.5278181416,4137138.0962764,89299.96292996041,202606
80,7,202606,2020,201906,202006,202606-80,574732204.6900842,0.0067939999999999,1.483522,3.653867,0.916708906,5792753.747191828,482484.7968762068,8474612.531158317,182924.17784152584,202606
80,6,202606,2021,202006,202106,202606-80,361424434.6121365,0.0077709999999999,1.483522,3.653867,0.916708906,4166663.328757924,347045.9469819292,6095694.517676932,131575.32617797962,202606
80,5,202606,2022,202106,202206,202606-80,678357178.3762376,0.0108209999999999,1.483522,3.653867,0.916708906,10889797.731931517,907023.1665312948,15931424.042588454,343879.16074280854,202606
80,4,202606,2023,202206,202306,202606-80,439801030.1444875,0.074582,1.483522,3.653867,0.916708906,48661361.805544846,4053058.0603136458,71190008.16156095,1536633.5234332113,202606
80,3,202606,2024,202306,202406,202606-80,217452134.98552695,0.1147169999999999,1.483522,3.653867,0.916708906,37007133.62035584,3082364.6450436185,54140246.93753863,1168615.0986578278,202606
80,2,202606,2025,202406,202506,202606-80,134512983.9828825,0.24553,1.483522,3.653867,0.916708906,48996240.97558504,4080950.512744106,71679925.62304848,1547208.3725514829,202606
80,1,202606,2026,202506,202606,202606-80,49671746.78277955,0.87897,1.483522,3.653867,0.916708906,64770533.83199616,5394808.621830973,94757209.02662969,2045330.6262704968,202606
90,10,202606,2017,201606,201706,202606-90,191549490.39051628,0.0,0.671932,1.048592,0.882909806,0.0,0.0,0.0,0.0,202606
90,9,202606,2018,201706,201806,202606-90,154065824.1683944,0.0013419999999999,0.671932,1.048592,0.882909806,138926.19838398305,16266.895520463058,77876.84153055825,1680.968558443942,202606
90,8,202606,2019,201806,201906,202606-90,133844909.41475569,0.0047209999999999,0.671932,1.048592,0.882909806,424581.6132936436,49714.3434693857,238004.60532194297,5137.320035688123,202606
90,7,202606,2020,201906,202006,202606-90,189421208.4441895,0.009699,0.671932,1.048592,0.882909806,1234470.9847220844,144544.44708847988,691998.3586217359,14936.757327035562,202606
90,6,202606,2021,202006,202106,202606-90,125932670.6549563,0.057003,0.671932,1.048592,0.882909806,4823490.756309765,564783.4684135171,2703868.8859462505,58362.90345245997,202606
90,5,202606,2022,202106,202206,202606-90,198039573.2928812,0.0797719999999999,0.671932,1.048592,0.882909806,10615190.364090474,1242934.699078284,5950479.516585486,128440.86609650162,202606
90,4,202606,2023,202206,202306,202606-90,361698819.569276,0.1459049999999999,0.671932,1.048592,0.882909806,35460315.123633176,4152055.1771273417,19877729.13697766,429060.00084008486,202606
90,3,202606,2024,202306,202406,202606-90,439075159.16186297,0.2364509999999999,0.671932,1.048592,0.882909806,69759819.28472446,8168190.773453327,39104750.974480025,844074.5102391905,202606
90,2,202606,2025,202406,202506,202606-90,625003835.3223137,0.506418,0.671932,1.048592,0.882909806,212675342.3125689,24902197.090395097,119217859.0027744,2573312.792995474,202606
90,1,202606,2026,202506,202606,202606-90,168310480.22188157,0.904637,0.671932,1.048592,0.882909806,102308290.99405912,11979297.640302837,57350209.37508902,1237902.0114968775,202606
110,10,202606,2017,201606,201706,202606-110,450553522.7567952,0.0,0.681385,1.612583,0.834436992,0.0,0.0,0.0,0.0,202606
110,9,202606,2018,201706,201806,202606-110,524565995.0792124,0.003966,0.681385,1.612583,0.834436992,1417572.934609266,234697.6391132974,1937291.078556586,41816.35165994424,202606
110,8,202606,2019,201806,201906,202606-110,608171081.1123782,0.0070689999999999,0.681385,1.612583,0.834436992,2929384.071721461,484997.63850149285,4003370.471640675,86412.5940185986,202606
110,7,202606,2020,201906,202006,202606-110,693888277.8367057,0.0185779999999999,0.681385,1.612583,0.834436992,8783772.482591733,1454267.7938055152,12004125.961452715,259108.58627830664,202606
110,6,202606,2021,202006,202106,202606-110,898815402.0061923,0.024827,0.681385,1.612583,0.834436992,15205031.312843356,2517390.7208885355,20779580.92481799,448526.43617492303,202606
110,5,202606,2022,202106,202206,202606-110,1107177500.5991032,0.0419439999999999,0.681385,1.612583,0.834436992,31643146.740410466,5238934.556927752,43244325.83396573,933427.0706070892,202606
110,4,202606,2023,202206,202306,202606-110,1306526228.4350348,0.093578,0.681385,1.612583,0.834436992,83307568.77935098,13792651.676276237,113850233.61564176,2457452.8103363807,202606
110,3,202606,2024,202306,202406,202606-110,1113305446.9089622,0.272517,0.681385,1.612583,0.834436992,206728570.72795528,34226604.00926103,282520501.04526883,6098193.89229564,202606
110,2,202606,2025,202406,202506,202606-110,726811635.9495099,0.64813,0.681385,1.612583,0.834436992,320978959.182877,53142241.98702634,438657975.78927726,9468415.137548955,202606
110,1,202606,2026,202506,202606,202606-110,172234572.90853417,0.952593,0.681385,1.612583,0.834436992,111794461.1734356,18509027.26961321,152781142.31422895,3297774.9418945545,202606
100,5,202606,2022,202106,202206,202606-100,76925976.61444378,0.0,0.0163,0.2145,0.609878848,0.0,0.0,0.0,0.0,202606
100,4,202606,2023,202206,202306,202606-100,103290270.0035434,0.3648,0.0163,0.2145,0.609878848,614188.73510587,239608.0168849248,7468233.5765634,161201.52772750016,202606
100,3,202606,2024,202306,202406,202606-100,89673107.9962531,0.6938,0.0163,0.2145,0.609878848,1014107.7979431464,395624.9023857635,12331053.101370038,266165.29572237656,202606
100,2,202606,2025,202406,202506,202606-100,28734197.04145734,0.863,0.0163,0.2145,0.609878848,404201.0763624762,157687.38955016917,4914886.707671337,106087.636087138,202606
100,1,202606,2026,202506,202606,202606-100,6421938.955509244,0.9343,0.0163,0.2145,0.609878848,97800.28632795626,38153.96036819214,1189203.4816074192,25668.91033183136,202606
39,5,202606,2022,202106,202206,202606-39,2070118.5700000003,0.0,0.1063,0.2238,0.99549817,0.0,0.0,0.0,0.0,202606
39,4,202606,2023,202206,202306,202606-39,401952942.2600001,0.9718,0.1063,0.2238,0.99549817,41522679.50534289,186928.04427753945,45897599.64137149,990697.881281169,202606
39,3,202606,2024,202306,202406,202606-39,334278313.89937884,0.9982,0.1063,0.2238,0.99549817,35469823.95492247,159679.11757499003,39207002.0197873,846281.5950265483,202606
39,2,202606,2025,202406,202506,202606-39,610358396.321687,0.9998,0.1063,0.2238,0.99549817,64868121.30948953,292025.25455470185,71702768.14548466,1547701.427498963,202606
39,1,202606,2026,202506,202606,202606-39,262496946.09530705,0.9998,0.1063,0.2238,0.99549817,27897844.684857152,125591.35413763158,30837222.48796533,665620.2333484468,202606
10,10,202607,2017,201607,201707,202607-10,596449213.7855017,0.0,0.76849,1.198176,0.955551279,0.0,0.0,0.0,0.0,202607
10,9,202607,2018,201707,201807,202607-10,507521909.4566471,0.000313,0.76849,1.198176,0.955551279,122077.98531808304,5426.210309645566,68257.49352546659,1473.3353104655343,202607
10,8,202607,2019,201807,201907,202607-10,325419823.34541655,0.003878,0.76849,1.198176,0.955551279,969817.530805677,43107.14884769041,542254.3111058933,11704.537956794462,202607
10,7,202607,2020,201907,202007,202607-10,513273340.32340336,0.008487,0.76849,1.198176,0.955551279,3347658.3585126665,148799.13238084738,1871777.029546088,40402.233491325525,202607
10,6,202607,2021,202007,202107,202607-10,745270104.0086403,0.007797,0.76849,1.198176,0.955551279,4465596.255524222,198490.0420604407,2496849.916916525,53894.40715624205,202607
10,5,202607,2022,202107,202207,202607-10,526874325.6308554,0.024344,0.76849,1.198176,0.955551279,9856828.403870754,438123.4156685261,5511250.854982638,118960.1327281345,202607
10,4,202607,2023,202207,202307,202607-10,1095664765.5372052,0.0556969999999999,0.76849,1.198176,0.955551279,46897287.030443154,2084524.4268730849,26221691.466333967,565994.1779589177,202607
10,3,202607,2024,202307,202407,202607-10,975716993.6251198,0.147526,0.76849,1.198176,0.955551279,110619236.53113106,4916883.581805249,61850560.53834867,1335041.914178057,202607
10,2,202607,2025,202407,202507,202607-10,787623336.9915397,0.373353,0.76849,1.198176,0.955551279,225983349.59760675,10044670.856909478,126354125.04417394,2727348.814545947,202607
10,1,202607,2026,202507,202607,202607-10,821245984.8111825,0.897023,0.76849,1.198176,0.955551279,566128551.9447063,25163690.05552424,316539594.49168247,6832494.685012673,202607
31,10,202607,2017,201607,201707,202607-31,13614006.222115995,0.0,0.37618,1.278522,0.623312554,0.0,0.0,0.0,0.0,202607
31,9,202607,2018,201707,201807,202607-31,21844291.138257302,-0.080346,0.37618,1.278522,0.623312554,-660234.0505935457,-248701.87828031756,-1583701.7217307703,-34184.13931358983,202607
31,8,202607,2019,201807,201907,202607-31,16890726.18770427,-0.104805,0.37618,1.278522,0.623312554,-665926.0837069408,-250845.9956963497,-1597355.1869431876,-34478.84882266611,202607
31,7,202607,2020,201907,202007,202607-31,18031333.741844308,-0.0892329999999999,0.37618,1.278522,0.623312554,-605269.8596242141,-227997.55756262376,-1451859.2579962588,-31338.32492448757,202607
31,6,202607,2021,202007,202107,202607-31,19702580.496215258,-0.0538259999999999,0.37618,1.278522,0.623312554,-398943.0647663717,-150276.8441662572,-956943.7050013754,-20655.59219780335,202607
31,5,202607,2022,202107,202207,202607-31,32015875.33852362,-0.090014,0.37618,1.278522,0.623312554,-1084104.4908839115,-408368.5518681911,-2600438.658390054,-56130.3660626835,202607
31,4,202607,2023,202207,202307,202607-31,45694448.46412209,-0.1128329999999999,0.37618,1.278522,0.623312554,-1939524.5320422987,-730594.5424293587,-4652332.514466776,-100420.41416351512,202607
31,3,202607,2024,202307,202407,202607-31,75056303.50474282,-0.133904,0.37618,1.278522,0.623312554,-3780736.624519265,-1424156.023088823,-9068843.23260663,-195750.62413756305,202607
31,2,202607,2025,202407,202507,202607-31,49624040.56891336,0.527487,0.37618,1.278522,0.623312554,9846901.330659738,3709204.1132602175,23619736.93580246,509831.09185574047,202607
31,1,202607,2026,202507,202607,202607-31,7324266.691213503,0.978277,0.37618,1.278522,0.623312554,2695390.5079472405,1015319.7664112888,6465426.289866896,139555.97192444603,202607
35,10,202607,2017,201607,201707,202607-35,-51453789.3769,0.0,0.782392,1.111489,0.991118599,-0.0,-0.0,-0.0,-0.0,202607
35,9,202607,2018,201707,201807,202607-35,130412269.7347,0.0,0.782392,1.111489,0.991118599,0.0,0.0,0.0,0.0,202607
35,8,202607,2019,201807,201907,202607-35,15732452.404400002,0.0,0.782392,1.111489,0.991118599,0.0,0.0,0.0,0.0,202607
35,7,202607,2020,201907,202007,202607-35,30720692.0526,0.0,0.782392,1.111489,0.991118599,0.0,0.0,0.0,0.0,202607
35,6,202607,2021,202007,202107,202607-35,91548024.0687,0.0,0.782392,1.111489,0.991118599,0.0,0.0,0.0,0.0,202607
35,5,202607,2022,202107,202207,202607-35,104965484.37706658,0.0,0.782392,1.111489,0.991118599,0.0,0.0,0.0,0.0,202607
35,4,202607,2023,202207,202307,202607-35,86187062.3132484,0.0588929999999999,0.782392,1.111489,0.991118599,3971276.784103693,35270.50160161537,1670435.3774299494,36056.28185717273,202607
35,3,202607,2024,202307,202407,202607-35,142218070.20542306,0.2590289999999999,0.782392,1.111489,0.991118599,28822229.457628924,255981.7775272153,12123474.227519331,261684.71390264103,202607
35,2,202607,2025,202407,202507,202607-35,156037705.11840057,0.3118339999999999,0.782392,1.111489,0.991118599,38069521.760832265,338110.68863617786,16013156.324354818,345643.34882695455,202607
35,1,202607,2026,202507,202607,202607-35,90272043.40123062,0.867836,0.782392,1.111489,0.991118599,61293629.123682,544373.2989926991,25781896.368721016,556501.218091573,202607
40,10,202607,2017,201607,201707,202607-40,77212633.6207816,0.0,0.502206,1.782641,0.66622296,0.0,0.0,0.0,0.0,202607
40,9,202607,2018,201707,201807,202607-40,84438298.03339522,0.0311649999999999,0.502206,1.782641,0.66622296,1321564.9112507938,441108.0242451526,3369489.745517596,72730.30350096886,202607
40,8,202607,2019,201807,201907,202607-40,114400692.82255135,0.0365649999999999,0.502206,1.782641,0.66622296,2100758.499829016,701184.9538277695,5356138.137992309,115612.03083864988,202607
40,7,202607,2020,201907,202007,202607-40,203630436.1927904,0.0479349999999999,0.502206,1.782641,0.66622296,4902045.300510036,1636190.1703501502,12498357.993250908,269776.5652268704,202607
40,6,202607,2021,202007,202107,202607-40,369541357.1789521,0.070308,0.502206,1.782641,0.66622296,13048172.530780517,4355180.404733229,33267895.63336548,718086.2174968718,202607
40,5,202607,2022,202107,202207,202607-40,257544501.8293504,0.100604,0.502206,1.782641,0.66622296,13012161.006598849,4343160.584785983,33176079.892483145,716104.3783446911,202607
40,4,202607,2023,202207,202307,202607-40,425061145.2850337,0.1425389999999999,0.502206,1.782641,0.66622296,30427551.95992836,10156018.227631085,77578727.64126843,1674533.7818802956,202607
40,3,202607,2024,202307,202407,202607-40,422707817.69116735,0.446762,0.502206,1.782641,0.66622296,94841497.6605151,31655914.358293653,241809880.91926745,5219456.759643556,202607
40,2,202607,2025,202407,202507,202607-40,309578760.7629553,0.754539,0.502206,1.782641,0.66622296,117309922.16599928,39155358.58319762,299095849.4892957,6455972.135892343,202607
40,1,202607,2026,202507,202607,202607-40,165480959.40719473,0.973202,0.502206,1.782641,0.66622296,80878468.68834971,26995375.878530044,206209448.02524668,4451022.817206889,202607
50,10,202607,2017,201607,201707,202607-50,252239956.42737508,0.0,0.754118,1.375275,0.858942649,0.0,0.0,0.0,0.0,202607
50,9,202607,2018,201707,201807,202607-50,340150476.92741424,-0.0003619999999999,0.754118,1.375275,0.858942649,-92857.92224414948,-13098.292531123703,-76485.83962643666,-1650.9438371068989,202607
50,8,202607,2019,201807,201907,202607-50,380288419.5844072,-0.0035909999999999,0.754118,1.375275,0.858942649,-1029835.3915589242,-145265.85229934967,-848261.7605130322,-18309.696704805363,202607
50,7,202607,2020,201907,202007,202607-50,524168191.7647401,0.0143299999999999,0.754118,1.375275,0.858942649,5664429.298705664,799009.391802209,4665715.325580498,100709.28161452666,202607
50,6,202607,2021,202007,202107,202607-50,691210605.1853932,0.0609769999999999,0.754118,1.375275,0.858942649,31784527.058572363,4483441.189670041,26180493.60195836,565104.9236783206,202607
50,5,202607,2022,202107,202207,202607-50,755852768.4541862,0.0808349999999999,0.754118,1.375275,0.858942649,46076126.06195506,6499376.286641445,37952294.251384825,819198.7772431342,202607
50,4,202607,2023,202207,202307,202607-50,1332819350.726636,0.189435,0.754118,1.375275,0.858942649,190401698.764272,26857559.25358819,156831355.30423477,3385198.6298278854,202607
50,3,202607,2024,202307,202407,202607-50,1335963016.6853647,0.346344,0.754118,1.375275,0.858942649,348932491.31581646,49219492.90283959,287411067.642277,6203756.579751589,202607
50,2,202607,2025,202407,202507,202607-50,1353104276.5063505,0.620479,0.754118,1.375275,0.858942649,633136952.0293465,89308621.27347372,521506514.51323646,11256697.584177896,202607
50,1,202607,2026,202507,202607,202607-50,301091890.351788,0.919631,0.754118,1.375275,0.858942649,208810324.33241677,29454231.21178156,171994296.15968722,3712490.111231368,202607
60,10,202607,2017,201607,201707,202607-60,756128590.715957,0.0,0.525705,0.763482,0.766252133,0.0,0.0,0.0,0.0,202607
60,9,202607,2018,201707,201807,202607-60,958112360.1605036,0.0004939999999999,0.525705,0.763482,0.766252133,248820.1223992969,58161.17287751459,112541.63883496948,2429.2068435146416,202607
60,8,202607,2019,201807,201907,202607-60,1468632580.2481525,0.003013,0.525705,0.763482,0.766252133,2326239.34917589,543753.4860013326,1052160.8387384475,22710.850280841616,202607
60,7,202607,2020,201907,202007,202607-60,2020789976.5981648,0.0111069999999999,0.525705,0.763482,0.766252133,11799403.65635018,2758085.4365438563,5336884.380395806,115196.43923894531,202607
60,6,202607,2021,202007,202107,202607-60,3023646715.7116137,0.024934,0.525705,0.763482,0.766252133,39633744.868098274,9264303.32414017,17926390.18746598,386940.4264386363,202607
60,5,202607,2022,202107,202207,202607-60,3226824001.412298,0.054123,0.525705,0.763482,0.766252133,91811957.60370696,21460849.254960936,41526658.18878768,896351.2821100971,202607
60,4,202607,2023,202207,202307,202607-60,4285929204.160451,0.1265699999999999,0.525705,0.763482,0.766252133,285179222.56141496,66660034.98644904,128986903.30696031,2784177.2296963227,202607
60,3,202607,2024,202307,202407,202607-60,4563149165.964116,0.317781,0.525705,0.763482,0.766252133,762315413.0664544,178189601.78550768,344796172.70656043,7442411.813325894,202607
60,2,202607,2025,202407,202507,202607-60,3038932626.5887814,0.61827,0.525705,0.763482,0.766252133,987737070.413453,230881433.3659735,446754657.8246348,9643181.700517658,202607
60,1,202607,2026,202507,202607,202607-60,1059203624.8175626,0.930796,0.525705,0.763482,0.766252133,518293872.272488,121150087.12286451,234424938.0685658,5060053.058954645,202607
80,10,202607,2017,201607,201707,202607-80,131374434.19501,0.0,1.662122,4.557393,0.916708906,0.0,0.0,0.0,0.0,202607
80,9,202607,2018,201707,201807,202607-80,254849573.67031,1.0000000000287557e-06,1.662122,4.557393,0.916708906,423.5910831002236,35.281364720062534,737.8585800312296,15.92664840065322,202607
80,8,202607,2019,201807,201907,202607-80,289149492.81802845,0.006461,1.662122,4.557393,0.916708906,3105167.7988622244,258632.82302080665,5408930.4384272825,116751.55056511816,202607
80,7,202607,2020,201907,202007,202607-80,563575398.2698447,0.009704,1.662122,4.557393,0.916708906,9090038.285066323,757119.233265058,15834050.831191847,341777.3638083736,202607
80,6,202607,2021,202007,202107,202607-80,435330421.3861824,0.011448,1.662122,4.557393,0.916708906,8283455.354461248,689938.0585732352,14429053.984945972,311450.5621965557,202607
80,5,202607,2022,202107,202207,202607-80,631088856.838393,0.0147749999999999,1.662122,4.557393,0.916708906,15498187.092185294,1290860.957924792,26996484.999644075,582718.065871975,202607
80,4,202607,2023,202207,202307,202607-80,405144321.47373855,0.0784989999999999,1.662122,4.557393,0.916708906,52861170.85759109,4402864.750849681,92079531.47243622,1987533.0616827745,202607
80,3,202607,2024,202307,202407,202607-80,210832358.90654737,0.118557,1.662122,4.557393,0.916708906,41545823.05179738,3460397.0531146238,72369186.28897305,1562086.0368894325,202607
80,2,202607,2025,202407,202507,202607-80,142071684.1514399,0.248228,1.662122,4.557393,0.916708906,58616677.03525118,4882247.156910747,102105119.3212825,2203934.980695057,202607
80,1,202607,2026,202507,202607,202607-80,48424429.89713202,0.879224,1.662122,4.557393,0.916708906,70766374.88437405,5894208.782533639,123268829.230259,2660752.825869973,202607
90,10,202607,2017,201607,201707,202607-90,206619781.180914,0.0,0.736241,1.288572,0.882909806,0.0,0.0,0.0,0.0,202607
90,9,202607,2018,201707,201807,202607-90,156607035.2741356,0.0014199999999999,0.736241,1.288572,0.882909806,163726.73876531344,19170.79560501787,122828.466967996,2651.2476237759856,202607
90,8,202607,2019,201807,201907,202607-90,121848567.26640493,0.004819,0.736241,1.288572,0.882909806,432312.0611706137,50619.50311100701,324322.2709118702,7000.483449140262,202607
90,7,202607,2020,201907,202007,202607-90,194629566.6448315,0.009201,0.736241,1.288572,0.882909806,1318450.5486074262,154377.63051584997,989106.9771486352,21349.8351608414,202607
90,6,202607,2021,202007,202107,202607-90,133080414.81619748,0.058764,0.736241,1.288572,0.882909806,5757653.098583248,674164.7182978134,4319414.829646248,93234.39904355595,202607
90,5,202607,2022,202107,202207,202607-90,202595604.81135315,0.07977,0.736241,1.288572,0.882909806,11898428.640696395,1393189.3178342972,8926249.678494517,192672.7478859281,202607
90,4,202607,2023,202207,202307,202607-90,383401918.0780574,0.144626,0.736241,1.288572,0.882909806,40824479.37419121,4780146.209873047,30626690.87598545,661075.9167924417,202607
90,3,202607,2024,202307,202407,202607-90,445330954.6385832,0.232437,0.736241,1.288572,0.882909806,76209330.09730558,8923365.245703548,57172550.15949246,1234067.244322628,202607
90,2,202607,2025,202407,202507,202607-90,663510426.9952085,0.497182,0.736241,1.288572,0.882909806,242875187.05145675,28438302.769641355,182205955.57612,3932908.3777044094,202607
90,1,202607,2026,202507,202607,202607-90,147193852.9915002,0.90265,0.736241,1.288572,0.882909806,97820315.46451242,11453799.714880958,73385199.49422757,1584016.6419246476,202607
110,10,202607,2017,201607,201707,202607-110,449794651.911971,0.0,0.686382,1.524768,0.834436992,0.0,0.0,0.0,0.0,202607
110,9,202607,2018,201707,201807,202607-110,547074220.9036243,0.006175,0.686382,1.524768,0.834436992,2318724.219484792,383894.9565003544,2832221.595958193,61133.39164485136,202607
110,8,202607,2019,201807,201907,202607-110,592229572.0170692,0.0095769999999999,0.686382,1.524768,0.834436992,3893009.492245786,644538.361708765,4755143.13627976,102639.57738771808,202607
110,7,202607,2020,201907,202007,202607-110,740697136.4703712,0.0212099999999999,0.686382,1.524768,0.834436992,10783189.06862512,1785297.2180342933,13171200.221579729,284299.8382357057,202607
110,6,202607,2021,202007,202107,202607-110,874515171.7518722,0.0259239999999999,0.686382,1.524768,0.834436992,15560919.17613328,2576312.586045508,19006991.41935784,410265.1614860026,202607
110,5,202607,2022,202107,202207,202607-110,1087364715.708123,0.049347,0.686382,1.524768,0.834436992,36830013.45276061,6097687.811919514,44986272.45266652,971026.919791712,202607
110,4,202607,2023,202207,202307,202607-110,1372204408.0176382,0.1014429999999999,0.686382,1.524768,0.834436992,95544739.39223108,15818674.45235387,116703777.02226315,2519046.4324249625,202607
110,3,202607,2024,202307,202407,202607-110,1096529561.2700324,0.280842,0.686382,1.524768,0.834436992,211372404.2557198,34995451.056768976,258182272.4289621,5572854.185803065,202607
110,2,202607,2025,202407,202507,202607-110,699660196.6944768,0.654207,0.686382,1.524768,0.834436992,314172552.46559805,52015352.81724224,383748218.2974245,8283190.183871709,202607
110,1,202607,2026,202507,202607,202607-110,172194703.4536569,0.953442,0.686382,1.524768,0.834436992,112688592.30793545,18657062.309787456,137644253.71102497,2971045.7973301844,202607
100,5,202607,2022,202107,202207,202607-100,87961100.54589042,0.0,0.0163,0.2145,0.609878848,0.0,0.0,0.0,0.0,202607
100,4,202607,2023,202207,202307,202607-100,99547796.03141236,0.3648,0.0163,0.2145,0.609878848,591935.0866738255,230926.39792241264,7197640.13366578,155360.778915756,202607
100,3,202607,2024,202307,202407,202607-100,86681637.46824968,0.6938,0.0163,0.2145,0.609878848,980277.4372301874,382426.9630918484,11919692.518958475,257286.0937461935,202607
100,2,202607,2025,202407,202507,202607-100,26375305.68709862,0.863,0.0163,0.2145,0.609878848,371018.78756984754,144742.2768203922,4511406.361738883,97378.52870511348,202607
100,1,202607,2026,202507,202607,202607-100,7192908.02514313,0.9343,0.0163,0.2145,0.609878848,109541.44367662698,42734.43419886883,1331970.192436041,28750.524164374925,202607
39,5,202607,2022,202107,202207,202607-39,2070118.5700000003,0.0,0.1063,0.2238,0.99549817,0.0,0.0,0.0,0.0,202607
39,4,202607,2023,202207,202307,202607-39,401952942.2600001,0.9718,0.1063,0.2238,0.99549817,41522679.50534289,186928.04427753945,45897599.64137149,990697.881281169,202607
39,3,202607,2024,202307,202407,202607-39,445046843.2511246,0.9982,0.1063,0.2238,0.99549817,47223324.17460688,212591.3774689724,52198876.67465953,1126710.6979648783,202607
