fecha,local,visitante,gl,gv,fase
2022-01-07,Juárez,Necaxa,2,1,regular
2022-01-07,Puebla,América,1,1,regular
2022-01-08,Monterrey,Querétaro,0,0,regular
2022-01-08,Cruz Azul,Tijuana,2,0,regular
2022-01-09,Chivas,Mazatlán,3,0,regular
2022-01-10,Pumas,Toluca,5,0,regular
2022-01-12,Santos,Tigres,1,1,regular
2022-01-14,Querétaro,Pumas,1,3,regular
2022-01-14,Necaxa,Monterrey,0,4,regular
2022-01-15,Atlas,Atlético San Luis,1,0,regular
2022-01-15,Tigres,Puebla,0,2,regular
2022-01-15,Cruz Azul,Juárez,1,0,regular
2022-01-15,Tijuana,León,1,1,regular
2022-01-16,Toluca,Santos,3,1,regular
2022-01-16,Pachuca,Chivas,2,1,regular
2022-01-19,León,Atlas,1,1,regular
2022-01-20,Atlético San Luis,Juárez,0,1,regular
2022-01-21,Mazatlán,Toluca,1,2,regular
2022-01-22,Chivas,Querétaro,1,1,regular
2022-01-22,León,Pachuca,2,1,regular
2022-01-22,América,Atlas,0,2,regular
2022-01-22,Monterrey,Cruz Azul,2,2,regular
2022-01-23,Pumas,Tigres,1,2,regular
2022-01-23,Santos,Necaxa,1,4,regular
2022-01-28,Puebla,Tijuana,3,1,regular
2022-02-05,Necaxa,Pachuca,1,3,regular
2022-02-05,América,Atlético San Luis,2,3,regular
2022-02-05,Tijuana,Pumas,1,0,regular
2022-02-06,Querétaro,Puebla,0,2,regular
2022-02-06,Atlas,Santos,2,1,regular
2022-02-06,Tigres,Mazatlán,4,3,regular
2022-02-07,León,Cruz Azul,0,1,regular
2022-02-09,Juárez,Chivas,1,3,regular
2022-02-11,Mazatlán,Tijuana,2,0,regular
2022-02-11,Puebla,Atlas,1,1,regular
2022-02-12,Atlético San Luis,Toluca,0,1,regular
2022-02-12,Chivas,Tigres,1,3,regular
2022-02-12,Cruz Azul,Necaxa,1,2,regular
2022-02-12,Santos,América,2,3,regular
2022-02-13,Pumas,León,2,1,regular
2022-02-14,Pachuca,Querétaro,2,2,regular
2022-02-16,Mazatlán,América,2,1,regular
2022-02-18,Puebla,Monterrey,1,0,regular
2022-02-18,Juárez,Santos,0,0,regular
2022-02-18,Tijuana,Necaxa,1,1,regular
2022-02-19,Querétaro,Mazatlán,2,0,regular
2022-02-19,Tigres,Atlético San Luis,2,1,regular
2022-02-19,León,Chivas,2,1,regular
2022-02-20,América,Pachuca,1,3,regular
2022-02-20,Toluca,Cruz Azul,1,4,regular
2022-02-20,Atlas,Pumas,0,0,regular
2022-02-24,Pachuca,Mazatlán,3,1,regular
2022-02-24,Querétaro,Toluca,1,1,regular
2022-02-25,Necaxa,León,0,1,regular
2022-02-25,Juárez,Tigres,2,3,regular
2022-02-25,Tijuana,Atlas,2,0,regular
2022-02-26,Monterrey,Atlético San Luis,0,2,regular
2022-02-26,Chivas,Puebla,2,3,regular
2022-02-26,Pumas,América,0,0,regular
2022-02-27,Cruz Azul,Santos,1,2,regular
2022-03-01,Toluca,Tijuana,1,2,regular
2022-03-01,Puebla,Juárez,1,1,regular
2022-03-01,América,Querétaro,1,1,regular
2022-03-01,León,Monterrey,0,0,regular
2022-03-01,Mazatlán,Necaxa,0,0,regular
2022-03-02,Atlas,Pachuca,0,1,regular
2022-03-02,Tigres,Cruz Azul,2,2,regular
2022-03-02,Atlético San Luis,Chivas,2,2,regular
2022-03-02,Santos,Pumas,3,2,regular
2022-03-04,Necaxa,Toluca,0,1,regular
2022-03-04,Juárez,León,0,1,regular
2022-03-05,Querétaro,Atlas,0,3,regular
2022-03-05,Monterrey,América,2,1,regular
2022-03-05,Chivas,Santos,1,0,regular
2022-03-05,Cruz Azul,Puebla,1,3,regular
2022-03-11,Necaxa,Querétaro,1,0,regular
2022-03-11,Juárez,Atlas,1,2,regular
2022-03-11,Monterrey,Mazatlán,2,1,regular
2022-03-12,León,Tigres,0,3,regular
2022-03-12,Cruz Azul,Pumas,2,1,regular
2022-03-12,Chivas,América,0,0,regular
2022-03-13,Toluca,Pachuca,0,3,regular
2022-03-13,Atlético San Luis,Puebla,2,1,regular
2022-03-13,Santos,Tijuana,4,0,regular
2022-03-15,Monterrey,Juárez,3,0,regular
2022-03-17,Querétaro,Atlético San Luis,2,1,regular
2022-03-18,Puebla,Santos,2,2,regular
2022-03-19,Pumas,Necaxa,1,3,regular
2022-03-19,Tigres,Monterrey,2,0,regular
2022-03-19,Pachuca,Cruz Azul,1,0,regular
2022-03-20,América,Toluca,3,0,regular
2022-03-20,Atlas,Chivas,1,1,regular
2022-03-20,Mazatlán,León,1,2,regular
2022-03-20,Tijuana,Juárez,1,0,regular
2022-03-26,Pumas,Mazatlán,1,1,regular
2022-04-01,Atlético San Luis,Mazatlán,1,0,regular
2022-04-02,Cruz Azul,Atlas,1,0,regular
2022-04-02,Necaxa,América,0,1,regular
2022-04-02,Juárez,Pumas,0,1,regular
2022-04-03,Toluca,Puebla,2,1,regular
2022-04-03,León,Querétaro,1,1,regular
2022-04-03,Santos,Pachuca,3,1,regular
2022-04-03,Tigres,Tijuana,2,0,regular
2022-04-06,Toluca,Monterrey,2,2,regular
2022-04-06,Tijuana,Atlético San Luis,1,1,regular
2022-04-07,Pachuca,Tigres,2,1,regular
2022-04-07,Atlas,Necaxa,2,1,regular
2022-04-08,Puebla,Pumas,2,2,regular
2022-04-08,Mazatlán,Cruz Azul,1,1,regular
2022-04-09,Atlético San Luis,León,2,0,regular
2022-04-09,Toluca,Chivas,1,1,regular
2022-04-09,Monterrey,Santos,1,0,regular
2022-04-09,América,Juárez,3,0,regular
2022-04-10,Querétaro,Tigres,0,1,regular
2022-04-11,Pachuca,Tijuana,0,0,regular
2022-04-13,Chivas,Monterrey,1,3,regular
2022-04-14,Atlas,Mazatlán,1,2,regular
2022-04-15,Necaxa,Atlético San Luis,4,2,regular
2022-04-15,Juárez,Pachuca,1,2,regular
2022-04-15,Tijuana,América,1,3,regular
2022-04-16,León,Puebla,0,1,regular
2022-04-16,Santos,Querétaro,1,1,regular
2022-04-16,Tigres,Toluca,3,0,regular
2022-04-16,Cruz Azul,Chivas,0,1,regular
2022-04-17,Pumas,Monterrey,2,0,regular
2022-04-19,Pachuca,Puebla,1,0,regular
2022-04-19,Necaxa,Tigres,2,0,regular
2022-04-19,Chivas,Tijuana,2,1,regular
2022-04-19,Toluca,Juárez,0,1,regular
2022-04-19,Mazatlán,Santos,1,0,regular
2022-04-20,Atlético San Luis,Pumas,2,0,regular
2022-04-20,América,León,2,0,regular
2022-04-20,Monterrey,Atlas,0,0,regular
2022-04-21,Querétaro,Cruz Azul,0,1,regular
2022-04-22,Puebla,Necaxa,0,1,regular
2022-04-22,Juárez,Mazatlán,0,2,regular
2022-04-23,Pachuca,Monterrey,3,0,regular
2022-04-23,Tigres,América,0,2,regular
2022-04-23,Chivas,Pumas,3,1,regular
2022-04-24,Toluca,Atlas,2,4,regular
2022-04-24,Cruz Azul,Atlético San Luis,0,1,regular
2022-04-24,Santos,León,1,1,regular
2022-04-24,Tijuana,Querétaro,2,2,regular
2022-04-29,Necaxa,Chivas,0,1,regular
2022-04-29,Mazatlán,Puebla,2,1,regular
2022-04-30,Querétaro,Juárez,4,0,regular
2022-04-30,Atlas,Tigres,1,1,regular
2022-04-30,Monterrey,Tijuana,2,0,regular
2022-04-30,América,Cruz Azul,0,0,regular
2022-05-01,Pumas,Pachuca,2,0,regular
2022-05-01,Atlético San Luis,Santos,1,3,regular
2022-05-01,León,Toluca,4,4,regular
2022-05-07,Cruz Azul,Necaxa,3,1,liguilla
2022-05-07,Monterrey,Atlético San Luis,1,3,liguilla
2022-05-08,Puebla,Mazatlán,3,1,liguilla
2022-05-08,Chivas,Pumas,4,1,liguilla
2022-05-10,Puebla,América,1,1,liguilla
2022-05-11,Atlético San Luis,Pachuca,2,2,liguilla
2022-05-12,Cruz Azul,Tigres,0,1,liguilla
2022-05-12,Chivas,Atlas,1,2,liguilla
2022-05-14,América,Puebla,3,2,liguilla
2022-05-14,Pachuca,Atlético San Luis,3,2,liguilla
2022-05-15,Atlas,Chivas,1,1,liguilla
2022-05-15,Tigres,Cruz Azul,0,1,liguilla
2022-05-18,Atlas,Tigres,3,0,liguilla
2022-05-19,América,Pachuca,1,1,liguilla
2022-05-21,Tigres,Atlas,4,2,liguilla
2022-05-22,Pachuca,América,3,0,liguilla
2022-05-26,Atlas,Pachuca,2,0,liguilla
2022-05-29,Pachuca,Atlas,2,1,liguilla
2022-07-01,Mazatlán,Puebla,2,4,regular
2022-07-02,Necaxa,Toluca,1,3,regular
2022-07-02,Chivas,Juárez,0,0,regular
2022-07-02,Tigres,Cruz Azul,2,3,regular
2022-07-02,América,Atlas,0,0,regular
2022-07-03,Pumas,Tijuana,1,1,regular
2022-07-03,Atlético San Luis,León,1,2,regular
2022-07-03,Santos,Monterrey,4,3,regular
2022-07-04,Pachuca,Querétaro,2,0,regular
2022-07-08,Mazatlán,Tigres,0,1,regular
2022-07-08,Tijuana,Juárez,0,2,regular
2022-07-08,Puebla,Santos,1,0,regular
2022-07-09,León,Pumas,3,3,regular
2022-07-09,Chivas,Atlético San Luis,0,1,regular
2022-07-09,Monterrey,América,3,2,regular
2022-07-09,Cruz Azul,Pachuca,1,2,regular
2022-07-10,Toluca,Atlas,3,2,regular
2022-07-10,Querétaro,Necaxa,1,2,regular
2022-07-13,América,Toluca,1,0,regular
2022-07-15,Puebla,León,1,1,regular
2022-07-15,Juárez,Querétaro,1,1,regular
2022-07-16,Atlas,Cruz Azul,3,2,regular
2022-07-16,Santos,Chivas,1,1,regular
2022-07-17,Pumas,Necaxa,1,0,regular
2022-07-17,Atlético San Luis,Monterrey,0,1,regular
2022-07-17,Tigres,Tijuana,1,0,regular
2022-07-18,Pachuca,Mazatlán,1,1,regular
2022-07-20,Chivas,León,0,0,regular
2022-07-21,Querétaro,Monterrey,0,3,regular
2022-07-22,Mazatlán,Atlético San Luis,1,1,regular
2022-07-22,Necaxa,Juárez,1,0,regular
2022-07-23,Toluca,Santos,2,1,regular
2022-07-23,Cruz Azul,Puebla,2,2,regular
2022-07-23,Tijuana,América,2,0,regular
2022-07-23,Tigres,Atlas,2,0,regular
2022-07-24,Pachuca,Pumas,0,0,regular
2022-07-26,Atlas,Tijuana,1,2,regular
2022-07-26,Monterrey,Puebla,1,0,regular
2022-07-26,Juárez,Tigres,0,1,regular
2022-07-26,Atlético San Luis,Cruz Azul,0,0,regular
2022-07-26,León,Toluca,0,1,regular
2022-07-27,Necaxa,Pachuca,2,0,regular
2022-07-27,Querétaro,Chivas,2,2,regular
2022-07-27,Pumas,Mazatlán,1,1,regular
2022-07-29,Juárez,Toluca,1,1,regular
2022-07-30,Cruz Azul,Necaxa,1,0,regular
2022-07-30,Tigres,Querétaro,2,1,regular
2022-07-30,Chivas,Pachuca,0,0,regular
2022-07-30,Tijuana,Mazatlán,2,0,regular
2022-07-30,Puebla,Atlético San Luis,0,0,regular
2022-07-31,Pumas,Monterrey,1,1,regular
2022-07-31,Santos,Atlas,1,0,regular
2022-07-31,León,América,3,2,regular
2022-08-02,Toluca,Puebla,1,1,regular
2022-08-03,Juárez,Atlético San Luis,1,1,regular
2022-08-04,Atlas,Querétaro,3,1,regular
2022-08-05,Mazatlán,Chivas,2,1,regular
2022-08-06,Monterrey,León,5,1,regular
2022-08-06,Santos,Cruz Azul,4,0,regular
2022-08-07,Toluca,Tijuana,3,1,regular
2022-08-07,Atlético San Luis,Necaxa,1,2,regular
2022-08-07,Pachuca,Tigres,2,0,regular
2022-08-07,América,Juárez,2,1,regular
2022-08-11,Querétaro,Atlético San Luis,1,1,regular
2022-08-12,Necaxa,Monterrey,1,2,regular
2022-08-12,Tijuana,Puebla,3,3,regular
2022-08-13,León,Mazatlán,0,3,regular
2022-08-13,Pumas,América,0,3,regular
2022-08-13,Chivas,Atlas,1,1,regular
2022-08-14,Cruz Azul,Toluca,2,3,regular
2022-08-14,Tigres,Santos,2,0,regular
2022-08-16,Atlas,Juárez,0,1,regular
2022-08-16,Mazatlán,Querétaro,1,1,regular
2022-08-16,Puebla,Necaxa,2,2,regular
2022-08-17,Toluca,Monterrey,1,1,regular
2022-08-17,Pachuca,América,0,3,regular
2022-08-17,Cruz Azul,Tijuana,1,2,regular
2022-08-18,Santos,León,2,1,regular
2022-08-18,Atlético San Luis,Pumas,3,2,regular
2022-08-19,Necaxa,Chivas,0,4,regular
2022-08-20,Querétaro,Tijuana,2,0,regular
2022-08-20,Atlas,Puebla,1,1,regular
2022-08-20,Monterrey,Tigres,0,0,regular
2022-08-20,Juárez,Mazatlán,1,1,regular
2022-08-20,América,Cruz Azul,7,0,regular
2022-08-21,Pumas,Santos,1,5,regular
2022-08-21,Atlético San Luis,Toluca,1,0,regular
2022-08-21,Pachuca,León,1,0,regular
2022-08-23,Chivas,Monterrey,1,0,regular
2022-08-23,Querétaro,América,0,1,regular
2022-08-24,Pumas,Tigres,1,1,regular
2022-08-25,Pachuca,Atlas,3,1,regular
2022-08-25,Tijuana,Santos,0,2,regular
2022-08-26,Puebla,Juárez,2,2,regular
2022-08-26,Mazatlán,América,1,3,regular
2022-08-27,Cruz Azul,Querétaro,2,1,regular
2022-08-27,Tigres,Necaxa,0,0,regular
2022-08-27,Chivas,Pumas,3,1,regular
2022-08-28,Toluca,Pachuca,1,4,regular
2022-08-28,León,Atlas,4,2,regular
2022-08-28,Santos,Atlético San Luis,4,1,regular
2022-08-28,Tijuana,Monterrey,0,3,regular
2022-09-01,Atlético San Luis,Tijuana,0,0,regular
2022-09-01,Querétaro,Puebla,1,1,regular
2022-09-02,Necaxa,León,3,2,regular
2022-09-02,Juárez,Cruz Azul,2,2,regular
2022-09-03,Pachuca,Santos,2,0,regular
2022-09-03,Atlas,Pumas,0,0,regular
2022-09-03,Monterrey,Mazatlán,0,0,regular
2022-09-03,América,Tigres,2,1,regular
2022-09-04,Toluca,Chivas,0,0,regular
2022-09-06,León,Juárez,1,0,regular
2022-09-06,Santos,Necaxa,3,1,regular
2022-09-06,Monterrey,Cruz Azul,3,2,regular
2022-09-06,América,Atlético San Luis,3,0,regular
2022-09-07,Puebla,Pachuca,2,2,regular
2022-09-07,Tigres,Toluca,3,1,regular
2022-09-07,Mazatlán,Atlas,1,0,regular
2022-09-07,Tijuana,Chivas,1,2,regular
2022-09-07,Pumas,Querétaro,4,1,regular
2022-09-09,Juárez,Monterrey,0,1,regular
2022-09-10,Querétaro,Santos,3,3,regular
2022-09-10,Necaxa,América,1,2,regular
2022-09-10,Tigres,León,0,1,regular
2022-09-10,Chivas,Puebla,1,0,regular
2022-09-10,Toluca,Pumas,2,2,regular
2022-09-11,Cruz Azul,Mazatlán,2,0,regular
2022-09-11,Atlas,Atlético San Luis,1,3,regular
2022-09-11,Pachuca,Tijuana,6,1,regular
2022-09-13,Chivas,Tigres,1,4,regular
2022-09-14,América,Santos,3,3,regular
2022-09-14,Juárez,Pachuca,2,1,regular
2022-09-15,Cruz Azul,León,2,1,regular
2022-09-16,Puebla,Tigres,2,1,regular
2022-09-16,Mazatlán,Toluca,1,1,regular
2022-09-17,Monterrey,Atlas,2,0,regular
2022-09-17,América,Chivas,2,1,regular
2022-09-18,Pumas,Cruz Azul,1,2,regular
2022-09-18,León,Querétaro,3,1,regular
2022-09-18,Santos,Juárez,2,0,regular
2022-09-18,Atlético San Luis,Pachuca,1,2,regular
2022-09-18,Tijuana,Necaxa,1,1,regular
2022-09-23,Puebla,Pumas,2,1,regular
2022-09-23,Necaxa,Mazatlán,2,2,regular
2022-09-30,Puebla,América,1,2,regular
2022-09-30,Juárez,Pumas,3,1,regular
2022-10-01,Atlético San Luis,Tigres,0,3,regular
2022-10-01,Monterrey,Pachuca,0,0,regular
2022-10-01,Atlas,Necaxa,1,0,regular
2022-10-01,Cruz Azul,Chivas,2,1,regular
2022-10-02,Toluca,Querétaro,4,1,regular
2022-10-02,Santos,Mazatlán,3,0,regular
2022-10-02,León,Tijuana,2,2,regular
2022-10-08,Tigres,Necaxa,2,0,liguilla
2022-10-08,Cruz Azul,León,1,0,liguilla
2022-10-09,Toluca,Juárez,3,0,liguilla
2022-10-09,Puebla,Chivas,5,4,liguilla
2022-10-12,Puebla,América,1,6,liguilla
2022-10-12,Cruz Azul,Monterrey,0,0,liguilla
2022-10-13,Toluca,Santos,4,3,liguilla
2022-10-13,Tigres,Pachuca,1,0,liguilla
2022-10-15,Monterrey,Cruz Azul,3,0,liguilla
2022-10-15,América,Puebla,5,1,liguilla
2022-10-16,Santos,Toluca,1,2,liguilla
2022-10-16,Pachuca,Tigres,2,1,liguilla
2022-10-19,Toluca,América,2,1,liguilla
2022-10-20,Pachuca,Monterrey,5,2,liguilla
2022-10-22,América,Toluca,1,1,liguilla
2022-10-23,Monterrey,Pachuca,0,1,liguilla
2022-10-27,Toluca,Pachuca,1,5,liguilla
2022-10-30,Pachuca,Toluca,3,1,liguilla
2023-01-06,Necaxa,Atlético San Luis,2,3,regular
2023-01-07,América,Querétaro,0,0,regular
2023-01-07,Monterrey,Chivas,0,1,regular
2023-01-08,Pumas,Juárez,2,1,regular
2023-01-08,Santos,Tigres,0,3,regular
2023-01-08,Tijuana,Cruz Azul,1,1,regular
2023-01-09,Pachuca,Puebla,5,1,regular
2023-01-12,Atlas,Mazatlán,2,1,regular
2023-01-13,Atlético San Luis,Chivas,0,0,regular
2023-01-13,Puebla,Querétaro,2,0,regular
2023-01-14,Cruz Azul,Monterrey,2,3,regular
2023-01-14,Toluca,América,2,2,regular
2023-01-14,Juárez,Tijuana,3,0,regular
2023-01-14,Santos,Pumas,3,0,regular
2023-01-15,Tigres,Pachuca,4,1,regular
2023-01-16,León,Necaxa,2,1,regular
2023-01-20,Mazatlán,Santos,1,2,regular
2023-01-20,Tijuana,Tigres,1,1,regular
2023-01-21,Monterrey,Atlético San Luis,3,1,regular
2023-01-21,América,Puebla,2,2,regular
2023-01-21,Chivas,Toluca,1,2,regular
2023-01-21,Necaxa,Cruz Azul,1,0,regular
2023-01-22,Pumas,León,4,1,regular
2023-01-22,Querétaro,Atlas,3,3,regular
2023-01-22,Pachuca,Juárez,4,1,regular
2023-01-26,Atlas,Santos,2,2,regular
2023-01-27,Puebla,Monterrey,1,2,regular
2023-01-27,Tijuana,Pumas,0,0,regular
2023-01-28,Tigres,Atlético San Luis,0,0,regular
2023-01-28,América,Mazatlán,6,0,regular
2023-01-28,Juárez,Chivas,1,2,regular
2023-01-29,Toluca,León,0,0,regular
2023-01-29,Pachuca,Necaxa,2,1,regular
2023-02-01,Atlas,Toluca,0,0,regular
2023-02-02,Atlético San Luis,Puebla,2,0,regular
2023-02-03,Necaxa,Tijuana,1,1,regular
2023-02-03,Mazatlán,Juárez,2,3,regular
2023-02-04,León,Pachuca,0,1,regular
2023-02-04,Cruz Azul,Tigres,0,1,regular
2023-02-04,Santos,América,2,2,regular
2023-02-05,Pumas,Atlas,2,2,regular
2023-02-05,Chivas,Querétaro,1,1,regular
2023-02-05,Monterrey,Toluca,2,1,regular
2023-02-09,Querétaro,León,0,3,regular
2023-02-09,Atlas,Monterrey,0,2,regular
2023-02-10,Puebla,Mazatlán,3,1,regular
2023-02-10,Tijuana,Atlético San Luis,1,0,regular
2023-02-11,América,Necaxa,2,1,regular
2023-02-11,Juárez,Santos,3,1,regular
2023-02-11,Tigres,Pumas,4,2,regular
2023-02-11,Pachuca,Chivas,1,1,regular
2023-02-12,Toluca,Cruz Azul,3,1,regular
2023-02-14,León,Puebla,2,0,regular
2023-02-14,Tigres,Juárez,0,0,regular
2023-02-14,Atlético San Luis,América,1,3,regular
2023-02-15,Monterrey,Querétaro,2,0,regular
2023-02-15,Chivas,Tijuana,2,1,regular
2023-02-15,Necaxa,Pumas,3,1,regular
2023-02-16,Mazatlán,Pachuca,2,3,regular
2023-02-17,Juárez,León,0,0,regular
2023-02-17,Puebla,Cruz Azul,1,3,regular
2023-02-18,Atlético San Luis,Santos,1,1,regular
2023-02-18,Monterrey,Necaxa,2,1,regular
2023-02-18,Atlas,Tigres,0,1,regular
2023-02-18,Pumas,Chivas,1,2,regular
2023-02-19,Querétaro,Mazatlán,1,1,regular
2023-02-19,América,Tijuana,2,1,regular
2023-02-19,Pachuca,Toluca,1,2,regular
2023-02-22,Cruz Azul,Atlas,1,0,regular
2023-02-23,Santos,Toluca,0,5,regular
2023-02-24,Necaxa,Querétaro,1,1,regular
2023-02-24,Mazatlán,Pumas,1,2,regular
2023-02-25,Cruz Azul,Juárez,1,0,regular
2023-02-25,Tigres,Chivas,1,2,regular
2023-02-25,Atlas,América,2,2,regular
2023-02-26,Toluca,Atlético San Luis,2,0,regular
2023-02-26,Santos,Puebla,3,2,regular
2023-02-26,Tijuana,Pachuca,2,0,regular
2023-02-27,León,Monterrey,1,1,regular
2023-03-03,Necaxa,Tigres,0,1,regular
2023-03-03,Mazatlán,Cruz Azul,3,1,regular
2023-03-03,Tijuana,Atlas,1,1,regular
2023-03-04,León,Atlético San Luis,2,0,regular
2023-03-04,América,Pachuca,0,3,regular
2023-03-04,Monterrey,Juárez,3,0,regular
2023-03-04,Chivas,Santos,2,0,regular
2023-03-05,Pumas,Puebla,2,4,regular
2023-03-05,Querétaro,Toluca,1,0,regular
2023-03-10,Atlético San Luis,Querétaro,2,0,regular
2023-03-10,Puebla,Chivas,1,0,regular
2023-03-11,Atlas,León,0,1,regular
2023-03-11,Cruz Azul,Pumas,1,0,regular
2023-03-11,Tigres,América,0,2,regular
2023-03-12,Toluca,Mazatlán,4,1,regular
2023-03-12,Pachuca,Monterrey,1,2,regular
2023-03-12,Santos,Tijuana,3,2,regular
2023-03-12,Juárez,Necaxa,1,1,regular
2023-03-17,Puebla,Atlas,0,4,regular
2023-03-17,Tijuana,Toluca,3,3,regular
2023-03-17,Mazatlán,Necaxa,0,1,regular
2023-03-18,Cruz Azul,Atlético San Luis,1,0,regular
2023-03-18,Tigres,Monterrey,0,1,regular
2023-03-18,Chivas,América,2,4,regular
2023-03-19,Pumas,Pachuca,0,2,regular
2023-03-19,Querétaro,Juárez,2,2,regular
2023-03-19,León,Santos,4,1,regular
2023-03-24,Mazatlán,León,1,2,regular
2023-03-29,Querétaro,Cruz Azul,2,2,regular
2023-03-31,Necaxa,Santos,0,0,regular
2023-03-31,Juárez,Puebla,0,2,regular
2023-04-01,Pachuca,Cruz Azul,0,2,regular
2023-04-01,América,León,2,2,regular
2023-04-01,Monterrey,Tijuana,4,0,regular
2023-04-01,Atlas,Chivas,3,3,regular
2023-04-02,Toluca,Tigres,3,2,regular
2023-04-02,Atlético San Luis,Mazatlán,2,1,regular
2023-04-02,Querétaro,Pumas,1,0,regular
2023-04-07,Puebla,Toluca,1,2,regular
2023-04-07,Tijuana,Querétaro,1,2,regular
2023-04-08,Chivas,Necaxa,1,0,regular
2023-04-08,León,Cruz Azul,0,0,regular
2023-04-08,Tigres,Mazatlán,1,2,regular
2023-04-08,América,Monterrey,2,1,regular
2023-04-09,Pumas,Atlético San Luis,3,1,regular
2023-04-09,Santos,Pachuca,1,4,regular
2023-04-09,Juárez,Atlas,1,1,regular
2023-04-13,Atlético San Luis,Juárez,2,0,regular
2023-04-14,Necaxa,Puebla,1,1,regular
2023-04-14,Mazatlán,Tijuana,1,2,regular
2023-04-15,Atlas,Pachuca,4,1,regular
2023-04-15,León,Chivas,0,2,regular
2023-04-15,Cruz Azul,América,1,3,regular
2023-04-16,Pumas,Toluca,3,1,regular
2023-04-16,Querétaro,Tigres,0,0,regular
2023-04-16,Monterrey,Santos,1,2,regular
2023-04-20,Tigres,Puebla,1,0,regular
2023-04-21,Mazatlán,Monterrey,0,2,regular
2023-04-21,Necaxa,Atlas,1,3,regular
2023-04-21,Tijuana,León,0,0,regular
2023-04-22,Pachuca,Atlético San Luis,2,1,regular
2023-04-22,Chivas,Cruz Azul,2,1,regular
2023-04-22,América,Pumas,1,1,regular
2023-04-23,Toluca,Juárez,1,1,regular
2023-04-23,Santos,Querétaro,0,2,regular
2023-04-28,Juárez,América,0,1,regular
2023-04-29,Puebla,Tijuana,5,2,regular
2023-04-29,Atlético San Luis,Atlas,0,0,regular
2023-04-29,Monterrey,Pumas,4,1,regular
2023-04-29,Chivas,Mazatlán,4,1,regular
2023-04-29,Cruz Azul,Santos,3,2,regular
2023-04-30,Toluca,Necaxa,3,0,regular
2023-04-30,Querétaro,Pachuca,0,1,regular
2023-04-30,León,Tigres,3,0,regular
2023-05-06,Cruz Azul,Atlas,0,1,liguilla
2023-05-06,Pachuca,Santos,4,4,liguilla
2023-05-07,León,Atlético San Luis,1,3,liguilla
2023-05-07,Tigres,Puebla,1,0,liguilla
2023-05-10,Santos,Monterrey,0,0,liguilla
2023-05-10,Atlético San Luis,América,1,3,liguilla
2023-05-11,Atlas,Chivas,1,0,liguilla
2023-05-11,Tigres,Toluca,4,1,liguilla
2023-05-13,Monterrey,Santos,2,0,liguilla
2023-05-13,América,Atlético San Luis,1,2,liguilla
2023-05-14,Toluca,Tigres,3,1,liguilla
2023-05-14,Chivas,Atlas,1,0,liguilla
2023-05-17,Tigres,Monterrey,1,1,liguilla
2023-05-18,Chivas,América,0,1,liguilla
2023-05-20,Monterrey,Tigres,0,1,liguilla
2023-05-21,América,Chivas,1,3,liguilla
2023-05-25,Tigres,Chivas,0,0,liguilla
2023-05-28,Chivas,Tigres,2,3,liguilla
2023-06-30,América,Juárez,1,2,regular
2023-06-30,Mazatlán,Pachuca,1,1,regular
2023-06-30,Tijuana,Pumas,2,3,regular
2023-07-01,Atlético San Luis,Monterrey,1,1,regular
2023-07-01,Tigres,Puebla,1,1,regular
2023-07-01,Atlas,Cruz Azul,2,0,regular
2023-07-02,Toluca,Necaxa,0,0,regular
2023-07-02,Santos,Querétaro,0,2,regular
2023-07-03,León,Chivas,1,2,regular
2023-07-07,Puebla,Santos,2,3,regular
2023-07-07,Necaxa,Tijuana,1,1,regular
2023-07-08,Cruz Azul,Toluca,0,2,regular
2023-07-08,Chivas,Atlético San Luis,3,1,regular
2023-07-08,Juárez,Tigres,1,1,regular
2023-07-09,Pumas,Mazatlán,0,0,regular
2023-07-09,Monterrey,Atlas,1,0,regular
2023-07-10,León,Pachuca,4,0,regular
2023-07-13,Santos,Atlas,0,0,regular
2023-07-13,Chivas,Necaxa,2,0,regular
2023-07-14,Mazatlán,Monterrey,0,3,regular
2023-07-14,Tijuana,Cruz Azul,2,1,regular
2023-07-15,Atlético San Luis,Querétaro,4,1,regular
2023-07-15,América,Puebla,3,0,regular
2023-07-15,Tigres,León,1,0,regular
2023-07-16,Toluca,Juárez,2,4,regular
2023-07-16,Pachuca,Pumas,1,1,regular
2023-08-18,León,Mazatlán,2,1,regular
2023-08-18,Pumas,Toluca,1,1,regular
2023-08-18,Puebla,Atlético San Luis,1,2,regular
2023-08-18,Juárez,Chivas,1,1,regular
2023-08-20,Cruz Azul,Santos,2,2,regular
2023-08-20,Querétaro,Pachuca,1,1,regular
2023-08-20,América,Atlas,1,1,regular
2023-08-20,Necaxa,Tigres,0,3,regular
2023-08-22,Chivas,Tijuana,1,0,regular
2023-08-22,Mazatlán,Puebla,1,0,regular
2023-08-22,Juárez,Pumas,4,1,regular
2023-08-23,América,Necaxa,3,2,regular
2023-08-23,Pachuca,Cruz Azul,1,0,regular
2023-08-23,Atlético San Luis,León,3,0,regular
2023-08-25,Puebla,Juárez,1,0,regular
2023-08-25,Tijuana,Mazatlán,1,1,regular
2023-08-26,Atlas,Toluca,0,0,regular
2023-08-26,América,León,1,1,regular
2023-08-26,Santos,Chivas,2,1,regular
2023-08-27,Necaxa,Querétaro,0,1,regular
2023-08-27,Pumas,Tigres,2,1,regular
2023-08-27,Monterrey,Cruz Azul,1,2,regular
